Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,1,2017-10-04,ARI,,COL,W 11-8,NLWC G1,8-9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.12,-0.003,2.50,-0.04%,-0.47,9,PH
2,2,2,2017-10-06,ARI,@,LAD,L 5-9,NLDS G1,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,.000,0.86,-0.140,13.44,-1.23%,-1.63,5,2B
3,3,3,2017-10-07,ARI,@,LAD,L 5-8,NLDS G2,7-7,1,1,1,1,0,0,1,3,0,0,0,0,4,0,0,0,0,0,,1.18,0.103,18.91,0.92%,2.01,9,PH
4,4,2,2022-10-08,SDP,@,NYM,L 3-7,NLWC G2,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.76,-0.074,8.39,-0.46%,-0.75,6,1B
5,5,4,2022-10-11,SDP,@,LAD,L 3-5,NLDS G1,GS-6,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,0.55,-0.028,8.54,-0.25%,-0.34,4,DH
6,6,5,2022-10-12,SDP,@,LAD,W 5-3,NLDS G2,CG,5,5,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,.500,0.87,-0.042,13.87,-0.43%,-0.65,4,DH
7,7,7,2022-10-15,SDP,,LAD,W 5-3,NLDS G4,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,1.80,-0.213,39.93,-2.78%,-1.38,4,DH
8,8,9,2022-10-19,SDP,,PHI,W 8-5,NLCS G2,GS-9,4,4,1,2,0,0,1,3,0,0,0,0,5,0,0,0,0,0,.333,1.36,0.280,34.96,4.16%,2.24,5,1B
9,9,10,2022-10-21,SDP,@,PHI,L 2-4,NLCS G3,CG,4,4,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,.667,1.37,0.061,42.93,1.09%,0.49,4,DH
10,10,11,2022-10-22,SDP,@,PHI,L 6-10,NLCS G4,CG,4,4,1,1,1,0,0,2,0,0,0,2,2,0,0,0,0,0,.500,0.87,0.117,27.80,2.46%,1.34,6,1B
11,11,12,2022-10-23,SDP,@,PHI,L 3-4,NLCS G5,CG,4,3,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1.000,1.45,0.049,34.03,0.54%,0.10,6,1B
,,,,,,,4-7,,,37,36,3,8,1,0,2,8,0,0,1,13,15,2,0,0,0,0,.286,1.10,0.110,22.30,3.98%,0.96,,
