Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2019-10-03,STL,@,ATL,W 7-6,NLDS G1,GS-8,3,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,.333,1.66,-0.019,26.01,-0.18%,-0.14,,,8,CF
2,2,2,2019-10-04,STL,@,ATL,L 0-3,NLDS G2,CG,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,1.08,-0.085,16.58,-0.75%,-0.83,,,8,CF
3,3,3,2019-10-06,STL,,ATL,L 1-3,NLDS G3,8-GF,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,,,1.09,-0.036,22.80,-0.42%,-0.69,,,6,PR CF
4,4,5,2019-10-09,STL,@,ATL,W 13-1,NLDS G5,1-GF,4,4,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,.500,0.01,-0.001,0.31,-0.02%,0.38,,,6,CF
5,5,6,2019-10-11,STL,,WSN,L 0-2,NLCS G1,9-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,9,CF
6,6,9,2019-10-15,STL,@,WSN,L 4-7,NLCS G4,GS-8,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,0.32,-0.002,3.57,0.00%,0.03,,,7,CF
7,7,1,2020-09-30,STL,@,SDP,W 7-4,NLWC G1,CG,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,,0.62,-0.081,6.41,-0.55%,-2.08,,,9,CF
8,8,2,2020-10-01,STL,@,SDP,L 9-11,NLWC G2,CG,4,3,1,1,0,0,0,2,0,0,0,1,1,0,0,0,1,0,.333,1.12,0.015,12.37,0.16%,0.26,,,9,CF
9,9,3,2020-10-02,STL,@,SDP,L 0-4,NLWC G3,GS-7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,0.80,0.006,16.57,0.08%,0.10,,,9,CF
10,10,1,2021-10-06,STL,@,LAD,L 1-3,NLWC G1,CG,4,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,,0.88,0.003,18.28,0.08%,0.29,,,8,CF
11,11,1,2022-10-11,NYY,,CLE,W 4-1,ALDS G1,CG,3,3,1,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,.000,0.43,0.113,6.73,1.10%,0.67,,,9,CF
