Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,1,2020-09-30,ATL,,CIN,W 1-0 (13),NLWC G1,13-GF(13),0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0.000,,0.00%,0.00,8,PR
2,2,2,2020-10-01,ATL,,CIN,W 5-0,NLWC G2,9-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,8,RF
3,3,3,2020-10-06,ATL,,MIA,W 9-5,NLDS G1,8-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,8,RF
4,4,4,2020-10-07,ATL,,MIA,W 2-0,NLDS G2,9-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,8,RF
5,5,5,2020-10-08,ATL,@,MIA,W 7-0,NLDS G3,9-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,8,RF
6,6,6,2020-10-12,ATL,@,LAD,W 5-1,NLCS G1,2-8,3,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,,1.36,-0.015,35.50,-0.23%,0.11,7,PH CF
7,7,7,2020-10-13,ATL,@,LAD,W 8-7,NLCS G2,CG,5,5,1,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,.250,0.35,0.073,9.01,1.23%,-0.02,9,CF
8,8,8,2020-10-14,ATL,,LAD,L 3-15,NLCS G3,CG,4,4,1,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,.000,0.01,-0.001,0.11,-0.01%,0.25,9,CF
9,9,9,2020-10-15,ATL,,LAD,W 10-2,NLCS G4,CG,4,4,1,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,.500,0.65,-0.045,20.79,-0.93%,0.65,9,CF
10,10,10,2020-10-16,ATL,,LAD,L 3-7,NLCS G5,CG,3,3,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,.333,1.15,-0.021,27.17,-0.40%,-0.54,9,CF
11,11,11,2020-10-17,ATL,@,LAD,L 1-3,NLCS G6,GS-9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,1.69,-0.144,75.15,-3.59%,-1.52,9,CF
12,12,12,2020-10-18,ATL,@,LAD,L 3-4,NLCS G7,CG,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,0.78,-0.044,65.28,-2.14%,-0.28,9,CF
13,13,4,2021-10-12,ATL,,MIL,W 5-4,NLDS G4,9-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,8,CF
14,14,6,2021-10-17,ATL,,LAD,W 5-4,NLCS G2,9-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,7,PR
15,15,1,2023-10-03,PHI,,MIA,W 4-1,NLWC G1,GS-6,2,2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1.000,0.72,0.028,7.42,0.17%,0.48,8,LF
16,16,2,2023-10-04,PHI,,MIA,W 7-1,NLWC G2,CG,4,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,0.31,0.033,2.99,0.17%,0.00,8,LF
17,17,4,2023-10-09,PHI,@,ATL,L 4-5,NLDS G2,GS-7,3,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,.000,0.46,-0.028,6.98,-0.26%,-0.27,8,LF
18,18,13,2023-10-24,PHI,,ARI,L 2-4,NLCS G7,7-9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1.09,0.046,90.83,2.46%,0.27,9,PH CF
,,,,,,,12-6,,,35,29,5,5,1,0,1,5,1,0,6,7,9,1,0,0,0,0,.190,0.71,-0.118,31.02,-3.53%,-0.88,,
