Rk,Gcar,Gtm,Date,Team,,Opp,Result,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1408,1,2023-03-30,LAA,@,OAK,L 1-2,CG,4,3,0,0,0,0,0,0,0,0,1,0,.000,.250,.000,.250,0,0,0,0,0,0,0.98,-0.031,0.99,-0.02%,-0.36,2,CF
2,1409,2,2023-04-01,LAA,@,OAK,W 13-1,GS-7,5,4,2,1,1,0,0,0,0,0,1,1,.143,.333,.286,.619,2,0,0,0,0,0,0.35,0.009,0.32,0.01%,0.16,2,CF
3,1410,3,2023-04-02,LAA,@,OAK,W 6-0,CG,5,4,1,3,1,0,1,2,0,0,1,0,.364,.500,.818,1.318,7,0,0,0,0,0,0.46,0.150,0.45,0.09%,2.24,2,CF
4,1411,4,2023-04-03,LAA,@,SEA,W 7-3,CG,5,1,1,1,0,0,0,0,0,0,3,0,.417,.632,.833,1.465,1,0,1,0,0,0,0.77,0.152,0.83,0.10%,1.50,2,CF
5,1412,5,2023-04-04,LAA,@,SEA,L 2-11,CG,4,4,1,1,0,0,0,0,0,0,0,2,.375,.565,.688,1.253,1,0,0,0,0,0,0.56,-0.069,0.58,-0.04%,-0.20,2,CF
6,1413,6,2023-04-05,LAA,@,SEA,W 4-3,CG,5,3,0,1,0,0,0,1,0,0,2,1,.368,.571,.632,1.203,1,0,0,0,0,0,1.10,0.204,1.18,0.13%,1.74,2,CF
7,1414,7,2023-04-07,LAA,,TOR,L 3-4,CG,4,4,1,1,0,0,1,2,0,0,0,1,.348,.531,.696,1.227,4,0,0,0,0,0,0.89,0.091,0.92,0.06%,1.01,2,CF
8,1415,8,2023-04-08,LAA,,TOR,W 9-5,CG,4,3,2,1,0,0,1,3,0,0,1,0,.346,.528,.769,1.297,4,0,0,0,0,0,1.16,0.275,1.20,0.17%,2.05,2,CF
9,1416,9,2023-04-09,LAA,,TOR,L 11-12 (10),CG(10),6,5,1,2,0,0,0,1,0,0,1,3,.355,.524,.710,1.233,2,0,0,0,0,0,1.87,0.060,1.97,0.04%,0.77,2,CF
10,1417,10,2023-04-10,LAA,,WSN,L 4-6,CG,5,5,1,0,0,0,0,0,0,0,0,3,.306,.468,.611,1.079,0,0,0,0,0,0,1.31,-0.167,1.26,-0.10%,-1.47,2,CF
11,1418,11,2023-04-11,LAA,,WSN,W 2-0,CG,4,3,0,0,0,0,0,0,0,0,0,0,.282,.451,.564,1.015,0,0,1,0,0,0,0.88,0.018,0.83,0.01%,-0.30,2,CF
12,1419,12,2023-04-12,LAA,,WSN,W 3-2,CG,4,3,0,0,0,0,0,0,0,0,1,1,.262,.436,.524,.960,0,0,0,0,0,0,0.99,-0.050,0.99,-0.03%,-0.40,2,DH
13,1420,13,2023-04-14,LAA,@,BOS,L 3-5,CG,5,4,0,1,1,0,0,0,0,0,1,1,.261,.433,.522,.955,2,0,0,0,0,0,1.13,0.050,1.19,0.03%,0.69,2,CF
14,1421,14,2023-04-15,LAA,@,BOS,L 7-9,CG,5,4,2,3,2,0,0,0,0,0,1,1,.300,.462,.580,1.042,5,0,0,0,0,0,0.94,0.098,0.92,0.06%,1.09,2,CF
15,1422,15,2023-04-16,LAA,@,BOS,L 1-2,CG,4,4,0,0,0,0,0,0,0,0,0,2,.278,.435,.537,.972,0,0,0,0,0,0,0.99,-0.101,0.94,-0.06%,-0.58,2,CF
16,1423,17,2023-04-18,LAA,@,NYY,W 5-2,CG,4,4,1,2,1,0,0,0,0,0,0,2,.293,.438,.552,.990,3,0,0,0,0,0,0.76,0.034,0.75,0.02%,0.32,3,CF
17,1424,18,2023-04-19,LAA,@,NYY,L 2-3 (10),CG(10),5,5,0,2,0,0,0,0,0,0,0,3,.302,.436,.540,.976,2,0,0,0,0,0,1.97,-0.139,2.09,-0.09%,-0.55,3,CF
18,1425,19,2023-04-20,LAA,@,NYY,L 3-9,CG,4,4,0,1,0,0,0,0,0,0,0,1,.299,.427,.522,.949,1,0,0,0,0,0,1.08,0.006,1.07,0.00%,-0.26,3,CF
19,1426,21,2023-04-22,LAA,,KCR,L 8-11,CG,5,5,1,2,0,0,1,3,0,0,0,2,.306,.425,.556,.981,5,0,0,0,0,0,1.29,0.319,1.24,0.18%,2.21,2,CF
20,1427,22,2023-04-23,LAA,,KCR,W 4-3,CG,4,4,1,3,2,0,1,1,0,0,0,0,.329,.440,.632,1.071,8,0,0,0,0,0,1.17,0.275,1.07,0.15%,2.43,2,CF
21,1428,23,2023-04-24,LAA,,OAK,L 10-11 (10),CG(10),6,6,1,1,0,0,0,0,0,0,0,2,.317,.423,.598,1.020,1,0,0,0,0,0,2.07,-0.299,2.04,-0.18%,-1.49,2,CF
22,1429,24,2023-04-25,LAA,,OAK,W 5-3,CG,4,4,1,2,1,0,0,0,0,0,0,1,.326,.426,.605,1.030,3,0,0,0,0,0,0.68,0.016,0.64,0.01%,-0.07,2,CF
23,1430,25,2023-04-26,LAA,,OAK,W 11-3,GS-9,5,4,1,0,0,0,0,0,0,0,1,2,.311,.415,.578,.993,0,0,0,0,0,0,0.41,0.008,0.39,0.01%,0.15,2,CF
24,1431,26,2023-04-27,LAA,,OAK,W 8-7,CG,5,5,0,1,0,0,0,0,0,0,0,2,.305,.405,.558,.963,1,0,0,0,0,0,0.87,-0.098,0.87,-0.06%,-0.85,2,CF
25,1432,27,2023-04-28,LAA,@,MIL,L 1-2,CG,4,4,0,1,0,0,0,0,0,0,0,0,.303,.400,.545,.945,1,0,0,0,0,0,1.48,-0.107,1.49,-0.07%,-0.65,2,CF
26,1433,28,2023-04-29,LAA,@,MIL,L 5-7,CG,5,4,2,3,0,0,2,5,0,0,0,0,.320,.408,.612,1.020,9,0,0,0,1,0,1.01,0.037,0.98,0.02%,3.73,2,CF
27,1434,29,2023-04-30,LAA,@,MIL,W 3-0,CG,4,4,0,0,0,0,0,0,0,0,0,3,.308,.395,.589,.984,0,0,0,0,0,0,0.75,-0.074,0.74,-0.04%,-1.03,2,CF
28,1435,30,2023-05-02,LAA,@,STL,W 5-1,CG,5,4,1,0,0,0,0,0,0,0,1,2,.297,.388,.568,.955,0,0,0,0,0,0,0.48,-0.020,0.47,-0.01%,-1.03,2,DH
29,1436,31,2023-05-03,LAA,@,STL,W 6-4,CG,5,4,2,1,0,0,1,1,0,0,0,1,.296,.388,.583,.971,4,0,1,0,0,0,1.64,0.302,1.73,0.19%,0.40,2,CF
30,1437,33,2023-05-05,LAA,,TEX,W 5-4 (10),CG(10),5,4,0,2,0,0,0,1,0,0,1,0,.303,.396,.580,.976,2,0,0,0,0,1,1.22,0.006,1.62,0.01%,0.96,2,CF
31,1438,34,2023-05-06,LAA,,TEX,L 1-10,CG,4,4,0,1,0,0,0,0,0,0,0,0,.301,.392,.569,.961,1,0,0,0,0,0,0.91,-0.054,1.26,-0.05%,-0.46,2,CF
32,1439,35,2023-05-07,LAA,,TEX,L 8-16,GS-8,4,4,2,1,0,0,0,0,0,0,0,1,.299,.388,.559,.947,1,0,0,0,0,0,1.25,-0.046,1.68,-0.04%,-0.76,2,CF
33,1440,36,2023-05-08,LAA,,HOU,W 6-4,CG,4,4,0,0,0,0,0,0,0,0,0,1,.290,.377,.542,.919,0,0,0,0,0,0,1.68,-0.149,2.01,-0.11%,-1.33,2,CF
34,1441,37,2023-05-09,LAA,,HOU,L 1-3,CG,4,4,0,1,0,0,0,0,0,0,0,2,.289,.374,.533,.908,1,0,0,0,0,0,0.68,-0.035,0.83,-0.03%,-0.40,2,CF
35,1442,38,2023-05-10,LAA,,HOU,L 4-5,CG,4,4,1,1,0,0,0,0,0,0,0,3,.288,.371,.525,.896,1,0,0,0,0,0,0.69,0.003,0.83,0.00%,-0.06,2,CF
36,1443,39,2023-05-12,LAA,@,CLE,W 5-4,CG,5,4,1,1,1,0,0,0,0,0,1,1,.287,.372,.524,.896,2,0,0,0,0,0,1.85,0.130,1.91,0.08%,-0.24,2,CF
37,1444,40,2023-05-13,LAA,@,CLE,L 6-8,CG,5,4,1,0,0,0,0,0,0,0,0,1,.279,.367,.510,.877,0,0,1,0,0,0,1.16,-0.095,1.23,-0.06%,-0.98,2,CF
38,1445,41,2023-05-14,LAA,@,CLE,L 3-4,8-8,1,1,0,0,0,0,0,0,0,0,0,0,.277,.365,.507,.871,0,0,0,0,0,0,1.81,-0.051,1.88,-0.03%,-0.23,8,PH
39,1446,42,2023-05-15,LAA,@,BAL,W 9-5,CG,6,5,1,2,0,0,0,0,0,0,1,0,.281,.369,.503,.873,2,0,0,0,0,0,0.60,0.004,0.58,0.00%,0.35,2,CF
40,1447,43,2023-05-16,LAA,@,BAL,L 3-7,CG,4,4,0,0,0,0,0,0,0,0,0,2,.274,.361,.490,.852,0,0,0,0,0,0,0.69,-0.074,0.73,-0.05%,-0.75,2,CF
41,1448,44,2023-05-17,LAA,@,BAL,L 1-3,CG,4,3,1,1,0,0,1,1,0,0,1,1,.275,.364,.506,.870,4,0,0,0,0,0,0.80,0.148,0.77,0.09%,1.00,2,CF
42,1449,45,2023-05-18,LAA,@,BAL,W 6-5,CG,5,4,1,2,0,0,1,2,0,0,0,1,.280,.370,.524,.895,5,0,1,0,0,0,1.42,0.209,1.35,0.12%,1.69,2,CF
43,1450,47,2023-05-20,LAA,,MIN,L 2-6,CG,4,3,0,1,0,0,0,0,0,0,1,2,.281,.373,.521,.894,1,0,0,0,0,0,0.62,-0.013,0.65,-0.01%,-0.30,2,CF
44,1451,48,2023-05-21,LAA,,MIN,W 4-2,CG,4,4,0,1,0,0,0,0,0,0,0,1,.281,.371,.515,.885,1,0,0,0,0,0,0.81,-0.010,0.76,-0.01%,-0.16,2,CF
45,1452,49,2023-05-22,LAA,,BOS,W 2-1,CG,4,3,0,0,0,0,0,0,0,0,1,2,.276,.368,.506,.874,0,0,0,0,0,0,1.02,-0.071,1.01,-0.04%,-0.68,2,CF
46,1453,50,2023-05-23,LAA,,BOS,W 4-0,CG,4,4,1,1,0,0,1,2,0,0,0,1,.275,.366,.517,.883,4,0,0,0,0,0,0.56,-0.020,0.59,-0.01%,0.72,2,CF
47,1454,51,2023-05-24,LAA,,BOS,W 7-3,CG,4,4,1,1,0,0,1,2,0,0,0,2,.275,.364,.527,.891,4,0,0,0,0,0,0.32,0.035,0.35,0.02%,1.21,2,CF
48,1455,52,2023-05-26,LAA,,MIA,L 2-6,CG,4,4,0,2,1,0,0,1,0,0,0,1,.280,.366,.532,.898,3,0,0,0,0,0,1.09,0.106,1.21,0.07%,0.79,2,CF
49,1456,53,2023-05-27,LAA,,MIA,L 5-8 (10),CG(10),5,4,0,2,0,0,0,0,0,0,1,0,.284,.372,.532,.903,2,0,0,0,0,0,1.48,0.064,1.47,0.04%,0.48,2,CF
50,1457,54,2023-05-28,LAA,,MIA,L 0-2,CG,5,4,0,0,0,0,0,0,0,0,1,1,.278,.368,.521,.888,0,0,0,0,0,1,2.11,-0.230,1.92,-0.13%,-1.30,2,CF
51,1458,55,2023-05-29,LAA,@,CHW,W 6-4,CG,5,4,1,2,0,0,0,1,0,0,1,2,.283,.373,.520,.893,2,0,0,0,0,0,0.92,0.038,0.79,0.02%,0.40,2,CF
52,1459,56,2023-05-30,LAA,@,CHW,L 3-7,CG,4,4,0,0,0,0,0,0,0,0,0,2,.277,.366,.510,.876,0,0,0,0,0,0,0.70,-0.074,0.66,-0.04%,-0.97,2,CF
53,1460,57,2023-05-31,LAA,@,CHW,W 12-5,GS-7,4,3,2,1,0,0,1,2,0,0,0,1,.278,.369,.522,.891,4,0,1,0,0,0,0.60,0.162,0.50,0.08%,1.32,2,CF
54,1461,58,2023-06-01,LAA,@,HOU,L 2-5,CG,5,3,0,0,0,0,0,0,0,0,2,0,.274,.369,.514,.884,0,0,0,0,0,0,1.75,-0.121,1.86,-0.08%,-0.66,2,CF
