Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2017-10-05,HOU,,BOS,W 8-2,ALDS G1,CG,4,4,1,2,0,0,1,1,0,0,0,1,5,0,0,0,0,0,.500,0.46,0.109,7.21,0.95%,0.60,,,2,3B
2,2,2,2017-10-06,HOU,,BOS,W 8-2,ALDS G2,CG,5,5,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,.200,0.49,0.026,7.91,0.24%,-0.52,,,2,3B
3,3,3,2017-10-08,HOU,@,BOS,L 3-10,ALDS G3,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.84,-0.091,8.68,-0.54%,-1.09,,,6,3B
4,4,4,2017-10-09,HOU,@,BOS,W 5-4,ALDS G4,CG,5,5,1,1,0,0,1,1,0,0,0,1,4,0,0,0,0,0,.000,1.33,0.117,25.85,1.13%,-0.23,,,6,3B
5,5,5,2017-10-13,HOU,,NYY,W 2-1,ALCS G1,CG,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.333,0.59,-0.034,15.50,-0.49%,-0.34,,,8,3B
6,6,6,2017-10-14,HOU,,NYY,W 2-1,ALCS G2,CG,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,.000,1.30,-0.067,34.40,-0.98%,-0.50,,,8,3B
7,7,7,2017-10-16,HOU,@,NYY,L 1-8,ALCS G3,CG,5,4,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,.333,0.37,0.002,7.75,0.02%,0.29,,,2,3B
8,8,8,2017-10-17,HOU,@,NYY,L 4-6,ALCS G4,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.84,-0.091,25.52,-1.56%,-0.81,,,6,3B
9,9,9,2017-10-18,HOU,@,NYY,L 0-5,ALCS G5,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.60,-0.047,24.98,-1.13%,-0.96,,,6,3B
10,10,10,2017-10-20,HOU,,NYY,W 7-1,ALCS G6,CG,4,3,2,1,1,0,0,2,0,0,1,1,2,0,0,0,0,0,.500,0.69,0.021,30.65,0.51%,1.51,,,6,3B
11,11,11,2017-10-21,HOU,,NYY,W 4-0,ALCS G7,CG,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,0.77,-0.013,63.96,-0.60%,-0.28,,,2,3B
12,12,12,2017-10-24,HOU,@,LAD,L 1-3,WS G1,CG,4,4,1,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,.000,0.84,0.070,43.88,2.05%,0.58,,,2,3B
13,13,13,2017-10-25,HOU,@,LAD,W 7-6 (11),WS G2,CG(11),6,6,1,2,1,0,0,1,0,0,0,0,3,0,0,0,0,0,.333,1.60,0.006,84.68,0.26%,0.28,,,2,3B
14,14,14,2017-10-27,HOU,,LAD,W 5-3,WS G3,CG,5,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,.000,0.72,-0.030,45.40,-1.03%,-0.54,,,2,3B
15,15,15,2017-10-28,HOU,,LAD,L 2-6,WS G4,CG,4,4,1,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,.000,0.53,-0.052,33.96,-1.87%,0.50,,,2,3B
16,16,16,2017-10-29,HOU,,LAD,W 13-12 (10),WS G5,CG(10),6,5,2,2,0,0,0,1,0,0,1,0,2,1,0,0,0,0,.400,1.48,0.417,122.73,19.15%,0.55,,,2,3B
17,17,17,2017-10-31,HOU,@,LAD,L 1-3,WS G6,CG,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,1.96,-0.135,174.32,-7.31%,-1.02,,,2,3B
18,18,18,2017-11-01,HOU,@,LAD,W 5-1,WS G7,CG,4,4,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,.000,0.54,0.111,90.33,11.88%,0.88,,,2,3B
19,19,1,2018-10-05,HOU,,CLE,W 7-2,ALDS G1,CG,4,3,1,2,0,0,1,2,0,0,1,0,5,0,0,0,0,0,.500,0.50,0.152,7.76,1.34%,1.31,,,3,3B
20,20,2,2018-10-06,HOU,,CLE,W 3-1,ALDS G2,CG,4,3,2,1,0,0,1,1,0,0,1,1,4,0,0,0,0,0,.000,1.13,0.167,18.13,1.50%,1.27,,,3,3B
21,21,3,2018-10-08,HOU,@,CLE,W 11-3,ALDS G3,CG,6,3,2,2,1,0,0,1,0,0,2,0,3,0,1,0,0,1,.667,0.84,0.152,8.65,0.98%,3.07,,,3,3B
22,22,4,2018-10-13,HOU,@,BOS,W 7-2,ALCS G1,CG,5,1,2,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,.000,0.92,0.051,23.98,0.93%,0.64,,,3,3B
23,23,5,2018-10-14,HOU,@,BOS,L 5-7,ALCS G2,CG,5,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,.000,1.02,0.033,26.35,0.54%,0.30,,,3,3B
24,24,6,2018-10-16,HOU,,BOS,L 2-8,ALCS G3,CG,4,3,0,2,1,0,0,1,0,0,1,0,3,0,0,0,0,0,.667,1.63,0.180,51.02,3.48%,1.55,,,3,3B
25,25,7,2018-10-17,HOU,,BOS,L 6-8,ALCS G4,CG,6,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,.000,2.09,-0.267,63.97,-5.21%,-1.51,,,1,3B
26,26,8,2018-10-18,HOU,,BOS,L 1-4,ALCS G5,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.76,-0.077,13.81,-0.88%,-0.80,,,1,3B
27,27,1,2019-10-04,HOU,,TBR,W 6-2,ALDS G1,CG,4,2,2,1,1,0,0,0,1,0,2,0,2,0,0,0,0,0,.500,0.77,0.060,12.07,0.53%,1.14,,,4,3B
28,28,2,2019-10-05,HOU,,TBR,W 3-1,ALDS G2,CG,4,4,2,2,0,0,1,1,0,0,0,2,5,0,0,0,0,0,1.000,0.72,0.083,11.51,0.76%,0.83,,,4,3B
29,29,3,2019-10-07,HOU,@,TBR,L 3-10,ALDS G3,CG,4,3,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1.000,0.49,-0.021,5.11,-0.10%,-0.10,,,4,3B
30,30,4,2019-10-08,HOU,@,TBR,L 1-4,ALDS G4,CG,4,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,1.04,-0.012,20.19,-0.15%,-0.09,,,4,3B
31,31,5,2019-10-10,HOU,,TBR,W 6-1,ALDS G5,CG,4,4,1,1,1,0,0,2,0,0,0,1,2,0,0,0,0,0,.333,0.48,0.067,20.00,1.56%,0.57,,,4,3B
32,32,6,2019-10-12,HOU,,NYY,L 0-7,ALCS G1,CG,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,.000,1.13,-0.029,29.59,-0.43%,-1.12,,,4,3B
33,33,7,2019-10-13,HOU,,NYY,W 3-2 (11),ALCS G2,CG(11),5,3,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,.500,1.90,0.058,48.86,0.85%,0.06,,,4,3B
34,34,8,2019-10-15,HOU,@,NYY,W 4-1,ALCS G3,CG,5,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,.000,0.77,-0.011,24.25,-0.23%,0.21,,,4,3B
35,35,9,2019-10-17,HOU,@,NYY,W 8-3,ALCS G4,CG,5,4,2,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,.250,0.57,-0.004,17.57,-0.03%,0.72,,,4,3B
36,36,10,2019-10-18,HOU,@,NYY,L 1-4,ALCS G5,CG,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,0.98,-0.091,17.91,-0.98%,-1.01,,,4,3B
37,37,11,2019-10-19,HOU,,NYY,W 6-4,ALCS G6,CG,4,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,.000,0.86,-0.035,33.42,-0.76%,-0.89,,,4,3B
38,38,12,2019-10-22,HOU,,WSN,L 4-5,WS G1,CG,5,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,.000,1.85,-0.138,96.59,-4.23%,-1.09,,,4,3B
39,39,13,2019-10-23,HOU,,WSN,L 3-12,WS G2,CG,4,4,1,1,0,0,1,2,0,0,0,0,4,0,0,0,0,0,.000,1.02,0.083,52.65,3.03%,0.79,,,4,3B
