Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,1,2017-10-03,MIN,@,NYY,L 4-8,ALWC G1,CG,4,3,1,1,0,0,1,2,0,0,1,1,4,0,0,0,0,0,.000,1.00,0.177,20.78,2.32%,1.99,4,CF LF
2,2,1,2019-10-04,MIN,@,NYY,L 4-10,ALDS G1,CG,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.91,-0.121,14.29,-1.11%,-1.47,4,RF
3,3,2,2019-10-05,MIN,@,NYY,L 2-8,ALDS G2,CG,4,4,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,.500,0.55,-0.077,8.79,-0.73%,-0.58,4,RF
4,4,3,2019-10-07,MIN,,NYY,L 1-5,ALDS G3,CG,4,4,1,3,1,0,1,1,0,0,0,0,7,0,0,0,0,0,.667,1.33,0.110,13.80,0.72%,1.39,4,RF
5,5,1,2020-09-29,MIN,,HOU,L 1-4,ALWC G1,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,1.33,-0.149,13.77,-0.88%,-1.63,5,LF
6,6,2,2020-09-30,MIN,,HOU,L 1-3,ALWC G2,GS-7,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,1.10,-0.046,12.20,-0.30%,-0.28,4,LF
7,7,1,2021-10-08,ATL,@,MIL,L 1-2,NLDS G1,GS-9,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.333,0.87,0.010,13.68,0.15%,0.12,6,LF
8,8,2,2021-10-09,ATL,@,MIL,W 3-0,NLDS G2,CG,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,0.66,0.006,10.55,0.02%,-0.37,6,LF
9,9,3,2021-10-11,ATL,,MIL,W 3-0,NLDS G3,CG,4,3,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,.500,1.00,-0.062,20.92,-0.73%,-0.29,6,LF
10,10,4,2021-10-12,ATL,,MIL,W 5-4,NLDS G4,4-9,3,3,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,.500,2.28,0.131,50.49,1.88%,1.23,9,PH LF
11,11,5,2021-10-16,ATL,,LAD,W 3-2,NLCS G1,CG,4,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,.250,1.07,0.051,27.89,0.75%,0.81,1,LF
12,12,6,2021-10-17,ATL,,LAD,W 5-4,NLCS G2,CG,5,5,1,4,0,0,0,1,0,0,0,0,4,0,0,0,0,0,.800,1.71,0.505,45.17,7.64%,1.57,1,LF
13,13,7,2021-10-19,ATL,@,LAD,L 5-6,NLCS G3,CG,5,3,0,1,0,0,0,1,0,0,2,1,1,0,0,0,0,0,.500,0.97,0.113,20.25,1.51%,1.10,1,LF
14,14,8,2021-10-20,ATL,@,LAD,W 9-2,NLCS G4,CG,5,5,3,4,0,1,2,4,0,0,0,1,12,0,0,0,0,0,1.000,0.38,0.150,11.64,2.92%,4.16,5,LF
15,15,9,2021-10-21,ATL,@,LAD,L 2-11,NLCS G5,CG,4,4,0,2,1,0,0,0,0,1,0,1,3,0,0,0,0,0,.667,0.62,0.002,11.42,0.03%,-0.04,1,LF
16,16,10,2021-10-23,ATL,,LAD,W 4-2,NLCS G6,CG,5,4,1,2,0,0,1,3,0,0,1,0,5,0,0,0,0,0,.333,0.90,0.283,34.99,6.21%,2.57,1,LF
17,17,11,2021-10-26,ATL,@,HOU,W 6-2,WS G1,CG,5,5,1,2,1,0,0,0,0,0,0,1,3,0,0,0,0,0,.500,0.40,-0.005,20.99,-0.16%,0.03,5,LF
18,18,12,2021-10-27,ATL,@,HOU,L 2-7,WS G2,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.85,-0.090,43.78,-2.61%,-1.12,1,LF
19,19,13,2021-10-29,ATL,,HOU,W 2-0,WS G3,CG,4,3,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,.500,0.68,0.017,42.61,0.60%,0.16,1,LF
20,20,14,2021-10-30,ATL,,HOU,W 3-2,WS G4,CG,4,4,1,2,1,0,0,0,0,0,0,1,3,0,0,0,0,0,.667,0.82,0.052,52.25,2.22%,0.27,1,LF
21,21,15,2021-10-31,ATL,,HOU,L 5-9,WS G5,CG,4,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.000,1.26,-0.047,59.31,-1.51%,-0.41,5,LF
22,22,16,2021-11-02,ATL,@,HOU,W 7-0,WS G6,CG,5,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,0.40,-0.006,35.61,-0.35%,-0.56,1,LF
23,23,1,2022-10-11,ATL,,PHI,L 6-7,NLDS G1,6-8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,9,LF
24,24,2,2022-10-12,ATL,,PHI,W 3-0,NLDS G2,CG,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.52,-0.040,8.02,-0.34%,-0.38,9,LF
25,25,3,2022-10-14,ATL,@,PHI,L 1-9,NLDS G3,GS-7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.58,-0.030,12.14,-0.34%,-0.39,9,LF
26,26,4,2022-10-15,ATL,@,PHI,L 3-8,NLDS G4,CG,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.64,-0.051,14.18,-0.63%,-0.54,9,LF
27,27,1,2023-10-07,ATL,,PHI,L 0-3,NLDS G1,5-GF,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.500,1.22,0.076,19.03,0.74%,0.55,9,PH LF
28,28,2,2023-10-09,ATL,,PHI,W 5-4,NLDS G2,GS-7,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.60,-0.034,9.12,-0.33%,-0.36,7,LF
29,29,3,2023-10-11,ATL,@,PHI,L 2-10,NLDS G3,GS-6,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,0.50,-0.025,10.35,-0.30%,-0.34,7,LF
30,30,4,2023-10-12,ATL,@,PHI,L 1-3,NLDS G4,9-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,3.98,-0.099,87.94,-1.23%,-0.70,8,PH
,,,,,,,13-17,,,107,98,13,29,4,1,5,14,1,1,9,20,50,1,0,0,0,1,.329,0.92,0.801,25.72,16.16%,6.51,,
