Rk,Gcar,Gtm,Date,Team,,Opp,Result,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,926,1,2018-03-29,LAA,@,OAK,L 5-6 (11),CG(11),6,6,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,1.61,-0.249,1.74,-0.16%,-1.58,2,CF
2,927,2,2018-03-30,LAA,@,OAK,W 2-1,CG,4,4,2,1,0,0,1,1,0,0,0,0,.100,.100,.400,.500,4,0,0,0,0,0,0.75,0.043,0.75,0.03%,0.31,2,CF
3,928,3,2018-03-31,LAA,@,OAK,W 8-3,CG,5,5,2,3,2,0,0,2,1,0,0,1,.267,.267,.600,.867,5,0,0,0,0,0,0.67,0.126,0.71,0.08%,2.09,2,CF
4,929,4,2018-04-01,LAA,@,OAK,W 7-4,CG,5,5,1,2,1,0,0,1,0,0,0,0,.300,.300,.600,.900,3,1,0,0,0,0,1.32,0.075,1.52,0.05%,0.11,2,CF
5,930,5,2018-04-02,LAA,,CLE,L 0-6,CG,4,3,0,0,0,0,0,0,0,0,1,1,.261,.292,.522,.813,0,0,0,0,0,0,0.61,-0.053,0.64,-0.03%,-0.63,2,CF
6,931,6,2018-04-03,LAA,,CLE,W 13-2,CG,5,4,1,1,0,0,1,1,0,0,1,0,.259,.310,.593,.903,4,0,0,0,0,0,0.19,0.089,0.20,0.05%,0.70,2,CF
7,932,7,2018-04-04,LAA,,CLE,W 3-2 (13),CG(13),5,3,0,0,0,0,0,0,0,0,2,1,.233,.324,.533,.857,0,0,0,0,0,0,1.74,-0.018,1.79,-0.01%,-0.23,2,CF
8,933,8,2018-04-06,LAA,,OAK,W 13-9,CG,5,4,1,0,0,0,0,0,0,0,1,1,.206,.308,.471,.778,0,0,0,0,0,1,1.37,-0.107,1.56,-0.07%,-0.89,2,CF
9,934,9,2018-04-07,LAA,,OAK,L 3-7,CG,4,4,0,0,0,0,0,0,0,0,0,3,.184,.279,.421,.700,0,1,0,0,0,0,1.28,-0.162,1.59,-0.12%,-1.54,2,CF
10,935,10,2018-04-08,LAA,,OAK,W 6-1,CG,4,3,2,2,0,0,1,2,1,0,1,1,.220,.319,.512,.831,5,0,0,0,0,0,0.54,0.159,0.63,0.11%,2.59,2,CF
11,936,11,2018-04-09,LAA,@,TEX,W 8-3,CG,5,4,0,1,0,0,0,1,0,0,1,0,.222,.327,.489,.816,1,0,0,0,0,0,0.64,0.016,0.76,0.01%,0.92,2,CF
12,937,12,2018-04-10,LAA,@,TEX,W 11-1,GS-7,5,4,2,2,0,0,1,1,0,0,1,1,.245,.351,.551,.902,5,0,0,0,0,0,0.25,0.064,0.30,0.05%,1.99,2,CF
13,938,13,2018-04-11,LAA,@,TEX,W 7-2,CG,5,2,1,0,0,0,0,1,0,0,1,1,.235,.355,.529,.884,0,0,1,0,1,0,0.73,0.000,0.90,0.00%,0.36,2,CF
14,939,14,2018-04-12,LAA,@,KCR,W 7-1,CG,5,4,2,3,0,0,1,1,0,0,1,0,.273,.388,.600,.988,6,0,0,0,0,0,0.49,0.037,0.57,0.03%,1.28,2,CF
15,940,15,2018-04-13,LAA,@,KCR,W 5-4,CG,5,4,0,1,0,0,0,0,0,0,1,1,.271,.389,.576,.965,1,0,0,0,0,0,1.32,-0.032,1.61,-0.02%,-0.39,2,CF
16,941,16,2018-04-14,LAA,@,KCR,W 5-3,CG,5,5,1,1,0,0,1,2,0,0,0,2,.266,.377,.594,.970,4,0,0,0,0,0,0.60,0.091,0.72,0.07%,0.73,2,CF
17,942,17,2018-04-17,LAA,,BOS,L 1-10,GS-8,4,2,0,1,0,0,0,0,0,0,2,1,.273,.395,.591,.986,1,0,0,0,0,0,0.26,0.025,0.31,0.02%,0.36,2,CF
18,943,18,2018-04-18,LAA,,BOS,L 0-9,CG,4,4,0,2,0,0,0,0,0,0,0,0,.286,.400,.586,.986,2,0,0,0,0,0,0.76,0.074,0.92,0.05%,0.63,2,CF
19,944,19,2018-04-19,LAA,,BOS,L 2-8,CG,4,4,0,0,0,0,0,0,0,0,0,1,.270,.382,.554,.936,0,0,0,0,0,0,0.80,-0.079,0.96,-0.06%,-0.80,2,CF
20,945,20,2018-04-20,LAA,,SFG,L 1-8,GS-9,4,3,1,2,0,0,1,1,0,0,1,1,.286,.398,.597,.995,5,0,0,0,0,0,0.49,0.028,0.55,0.02%,1.38,2,CF
