Rk,Gcar,Gtm,Date,Team,,Opp,Result,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,812,1,2017-04-03,LAA,@,OAK,L 2-4,CG,4,4,1,2,1,0,1,2,0,0,0,0,.500,.500,1.500,2.000,6,1,0,0,0,0,1.29,0.140,1.36,0.09%,0.72,3,CF
2,813,2,2017-04-04,LAA,@,OAK,W 7-6,CG,4,4,0,1,0,1,0,1,0,0,0,1,.375,.375,1.125,1.500,3,0,0,0,0,0,1.19,0.043,1.22,0.03%,0.43,3,CF
3,814,3,2017-04-05,LAA,@,OAK,W 5-0,CG,5,5,0,2,1,0,0,1,0,0,0,2,.385,.385,.923,1.308,3,0,0,0,0,0,0.47,0.016,0.50,0.01%,0.55,3,CF
4,815,4,2017-04-06,LAA,@,OAK,L 1-5,CG,4,3,0,0,0,0,0,0,0,0,1,0,.313,.353,.750,1.103,0,0,0,0,0,0,0.99,-0.043,1.14,-0.03%,-0.51,3,CF
5,816,5,2017-04-07,LAA,,SEA,W 5-1,CG,4,2,0,1,0,0,0,1,0,0,1,0,.333,.381,.722,1.103,1,0,0,0,1,1,0.95,0.050,1.03,0.03%,0.50,3,CF
6,817,6,2017-04-08,LAA,,SEA,W 5-4,CG,4,4,1,1,0,0,1,2,0,0,0,2,.318,.360,.773,1.133,4,0,0,0,0,0,1.16,0.223,1.31,0.15%,1.10,3,CF
7,818,7,2017-04-09,LAA,,SEA,W 10-9,CG,5,3,1,0,0,0,0,0,0,0,2,2,.280,.367,.680,1.047,0,0,0,0,0,0,1.04,0.056,1.22,0.04%,-0.30,3,CF
8,819,8,2017-04-11,LAA,,TEX,W 6-5 (10),CG(10),5,5,2,2,2,0,0,1,0,0,0,1,.300,.371,.700,1.071,4,0,0,0,0,0,0.86,0.150,1.09,0.11%,1.62,3,CF
9,820,9,2017-04-12,LAA,,TEX,L 3-8,CG,4,4,1,1,0,0,1,1,0,0,0,2,.294,.359,.735,1.094,4,0,0,0,0,0,1.05,0.016,1.33,0.01%,0.04,3,CF
10,821,10,2017-04-13,LAA,,TEX,L 3-8,GS-7,3,2,0,2,0,0,0,0,1,0,1,0,.333,.405,.750,1.155,2,0,0,0,0,0,0.51,0.054,0.63,0.04%,1.00,3,CF
11,822,11,2017-04-14,LAA,@,KCR,L 1-7,CG,4,4,0,1,0,0,0,1,0,0,0,1,.325,.391,.700,1.091,1,0,0,0,0,0,0.86,-0.038,0.93,-0.03%,-0.67,3,CF
12,823,12,2017-04-15,LAA,@,KCR,L 2-3,CG,4,2,0,1,0,0,0,0,1,0,2,0,.333,.420,.690,1.110,1,0,0,0,0,1,1.69,0.137,1.78,0.09%,1.25,3,DH
13,824,13,2017-04-16,LAA,@,KCR,L 0-1,CG,4,4,0,0,0,0,0,0,0,0,0,2,.304,.389,.630,1.019,0,0,0,0,0,0,0.87,-0.089,0.87,-0.05%,-0.51,3,CF
14,825,14,2017-04-17,LAA,@,HOU,L 0-3,CG,4,3,0,2,0,0,0,0,1,0,1,1,.327,.414,.633,1.046,2,0,0,0,0,0,0.88,0.102,1.01,0.07%,0.91,3,CF
15,826,15,2017-04-18,LAA,@,HOU,W 5-2,CG,4,3,1,1,1,0,0,1,0,0,1,1,.327,.419,.635,1.054,2,0,0,0,0,0,1.24,0.172,1.35,0.11%,1.43,3,CF
16,827,16,2017-04-19,LAA,@,HOU,L 1-5,CG,4,4,0,2,0,0,0,0,0,0,0,0,.339,.424,.625,1.049,2,1,0,0,0,0,1.02,0.002,1.17,0.00%,-0.35,2,CF
17,828,17,2017-04-20,LAA,@,HOU,L 1-2,CG,4,4,1,1,0,0,1,1,0,0,0,1,.333,.414,.650,1.064,4,0,0,0,0,0,1.21,0.002,1.33,0.00%,0.24,3,CF
18,829,18,2017-04-21,LAA,,TOR,L 7-8 (13),CG(13),7,6,1,2,0,0,1,2,0,0,0,1,.333,.416,.667,1.082,5,0,1,0,0,0,2.23,0.150,1.87,0.08%,1.08,3,CF
19,830,19,2017-04-22,LAA,,TOR,W 5-4,CG,4,4,2,2,2,0,0,0,0,0,0,0,.343,.420,.686,1.105,4,0,0,0,0,0,0.61,0.128,0.47,0.06%,1.88,3,CF
20,831,20,2017-04-23,LAA,,TOR,L 2-6,CG,4,4,0,2,0,0,0,0,1,0,0,1,.351,.424,.676,1.099,2,0,0,0,0,0,0.75,0.036,0.61,0.02%,0.15,2,CF
21,832,21,2017-04-24,LAA,,TOR,W 2-1,CG,4,4,1,1,0,1,0,0,0,0,0,1,.346,.416,.679,1.095,3,0,0,0,0,0,1.12,0.034,0.83,0.02%,0.01,3,CF
22,833,22,2017-04-25,LAA,,OAK,W 2-1 (11),CG(11),4,3,1,1,0,0,1,1,0,0,1,0,.346,.419,.704,1.123,4,0,0,0,0,0,1.46,0.399,1.31,0.21%,0.80,3,CF
23,834,23,2017-04-26,LAA,,OAK,W 8-5,CG,5,5,1,1,0,0,0,0,1,0,0,1,.337,.408,.674,1.083,1,0,0,0,0,0,0.80,-0.007,0.78,-0.01%,-0.52,3,CF
24,835,24,2017-04-27,LAA,,OAK,W 2-1,CG,3,3,1,1,1,0,0,0,0,0,0,1,.337,.406,.674,1.080,2,0,0,0,0,0,0.45,-0.002,0.46,0.00%,-0.05,3,CF
25,836,25,2017-04-28,LAA,@,TEX,W 6-3,CG,5,4,2,3,0,0,1,2,0,0,1,1,.355,.425,.710,1.134,6,0,0,0,0,0,1.15,0.319,1.28,0.21%,2.43,3,CF
26,837,26,2017-04-29,LAA,@,TEX,L 3-6,CG,4,3,1,2,1,0,0,1,0,0,1,1,.365,.436,.719,1.155,3,0,0,0,0,0,1.49,0.262,1.64,0.17%,2.43,3,CF
27,838,27,2017-04-30,LAA,@,TEX,W 5-2,CG,5,3,0,1,0,0,0,0,0,0,2,0,.364,.443,.707,1.151,1,0,0,0,0,1,1.14,0.030,1.25,0.02%,0.38,3,CF
28,839,28,2017-05-02,LAA,@,SEA,W 6-4 (11),CG(11),6,3,2,1,1,0,0,0,0,0,3,2,.363,.455,.706,1.160,2,0,0,0,0,1,1.25,0.127,1.45,0.09%,0.91,3,CF
29,840,29,2017-05-03,LAA,@,SEA,L 7-8,CG,5,4,1,1,0,0,1,2,0,0,0,2,.358,.452,.717,1.169,4,0,1,0,0,0,0.92,0.086,1.09,0.06%,0.93,3,CF
30,841,31,2017-05-05,LAA,,HOU,L 6-7 (10),CG(10),4,4,1,1,0,0,0,1,0,0,0,0,.355,.446,.700,1.146,1,1,0,0,0,0,1.85,-0.001,2.32,0.00%,-0.14,3,CF
31,842,37,2017-05-11,LAA,,DET,L 1-7,CG,4,4,0,0,0,0,0,0,0,0,0,0,.342,.433,.675,1.108,0,0,0,0,0,0,0.52,-0.053,0.44,-0.03%,-0.89,3,DH
32,843,38,2017-05-12,LAA,,DET,W 7-0,GS-9,5,5,1,1,0,0,1,2,0,0,0,0,.336,.424,.681,1.105,4,0,0,0,0,0,0.41,-0.045,0.30,-0.02%,0.62,2,CF
33,844,39,2017-05-13,LAA,,DET,L 3-4,CG,4,2,1,2,0,0,1,1,0,1,1,0,.347,.441,.711,1.151,5,0,1,0,0,0,1.21,0.306,0.98,0.15%,1.57,2,CF
34,845,40,2017-05-14,LAA,,DET,W 4-1,CG,4,1,1,1,0,0,1,2,2,0,1,0,.352,.449,.738,1.187,4,0,1,0,1,0,0.59,0.150,0.45,0.07%,1.12,3,DH
35,846,41,2017-05-15,LAA,,CHW,W 5-3,CG,4,3,1,1,0,0,1,1,0,0,1,0,.352,.450,.752,1.202,4,0,0,0,0,0,0.48,0.134,0.38,0.07%,0.86,2,CF
36,847,42,2017-05-16,LAA,,CHW,W 7-6 (11),CG(11),6,3,1,0,0,0,0,0,1,0,3,2,.344,.452,.734,1.187,0,0,0,0,0,2,1.83,-0.088,1.55,-0.04%,-0.38,2,CF
37,848,43,2017-05-17,LAA,,CHW,W 12-8,CG,5,4,1,1,0,0,1,3,0,0,1,1,.341,.451,.742,1.193,4,1,0,0,0,0,1.18,0.140,1.01,0.07%,1.87,2,CF
38,849,44,2017-05-19,LAA,@,NYM,L 0-3,CG,4,3,0,2,0,0,0,0,0,0,1,1,.348,.458,.741,1.199,2,0,0,0,0,1,0.99,0.025,0.85,0.01%,0.26,3,CF
39,850,45,2017-05-20,LAA,@,NYM,L 5-7,CG,5,2,1,0,0,0,0,1,0,0,2,2,.343,.456,.730,1.186,0,0,0,0,1,0,1.48,-0.055,1.19,-0.03%,0.14,3,CF
40,851,46,2017-05-21,LAA,@,NYM,W 12-5,CG,5,3,2,2,1,0,1,3,1,0,2,1,.350,.466,.757,1.223,6,0,0,0,0,1,0.34,0.092,0.28,0.05%,3.63,3,CF
41,852,47,2017-05-22,LAA,@,TBR,W 3-2,CG,5,3,0,0,0,0,0,0,0,0,2,2,.343,.464,.741,1.205,0,0,0,0,0,1,1.44,-0.004,1.33,0.00%,0.07,2,CF
42,853,48,2017-05-23,LAA,@,TBR,W 4-0,CG,4,3,2,1,0,0,1,1,0,0,1,1,.342,.465,.753,1.218,4,0,0,0,0,0,0.51,0.082,0.49,0.05%,0.99,2,CF
43,854,49,2017-05-24,LAA,@,TBR,L 2-5,CG,4,4,1,2,2,0,0,0,0,0,0,1,.347,.466,.760,1.226,4,0,0,0,0,0,0.92,-0.001,0.96,0.00%,0.10,2,CF
44,855,50,2017-05-25,LAA,@,TBR,L 0-4,CG,4,4,0,1,1,0,0,0,0,0,0,1,.344,.461,.753,1.214,2,0,0,0,0,0,0.75,-0.031,0.73,-0.02%,-0.37,2,DH
45,856,51,2017-05-26,LAA,@,MIA,L 5-8,CG,5,3,1,0,0,0,0,0,0,0,2,0,.338,.460,.739,1.198,0,0,0,0,0,0,0.35,-0.010,0.31,-0.01%,-0.41,3,CF
46,857,52,2017-05-27,LAA,@,MIA,W 5-2,CG,5,4,1,2,0,0,1,1,0,0,1,2,.342,.463,.752,1.215,5,0,0,0,0,1,0.73,0.127,0.61,0.06%,1.59,3,CF
47,858,53,2017-05-28,LAA,@,MIA,L 2-9,GS-6,3,2,0,0,0,0,0,0,1,0,1,1,.337,.461,.742,1.204,0,0,0,0,0,0,1.51,-0.042,1.35,-0.02%,-0.31,3,CF
48,859,93,2017-07-14,LAA,,TBR,L 1-2 (10),CG(10),5,5,0,1,0,0,0,0,1,0,0,1,.333,.455,.726,1.181,1,0,0,0,0,0,1.49,-0.116,1.09,-0.05%,-0.45,3,CF
49,860,94,2017-07-15,LAA,,TBR,L 3-6,CG,4,3,0,2,0,0,0,0,0,0,1,0,.339,.460,.725,1.186,2,0,0,0,0,0,0.43,0.035,0.30,0.02%,0.48,3,CF
50,861,95,2017-07-16,LAA,,TBR,W 4-3,CG,4,4,0,1,0,0,0,0,0,0,0,2,.337,.457,.714,1.171,1,0,0,0,0,0,1.39,-0.069,0.80,-0.02%,-0.42,3,CF
51,862,96,2017-07-18,LAA,,WSN,L 3-4,CG,4,4,1,1,0,0,1,2,0,0,0,0,.335,.453,.721,1.174,4,0,0,0,0,0,1.87,-0.102,1.08,-0.04%,0.50,3,CF
52,863,97,2017-07-19,LAA,,WSN,W 7-0,CG,4,3,2,1,0,0,1,2,0,0,1,1,.335,.454,.731,1.185,4,0,0,0,0,0,0.60,0.039,0.31,0.01%,1.88,2,CF
