Rk,Gcar,Gtm,Date,Team,,Opp,Result,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,337,1,2014-03-31,LAA,,SEA,L 3-10,CG,4,4,1,2,0,0,1,2,0,0,0,1,.500,.500,1.250,1.750,5,0,0,0,0,0,1.19,0.175,1.28,0.11%,1.42,2,CF
2,338,2,2014-04-01,LAA,,SEA,L 3-8,CG,4,3,0,0,0,0,0,0,0,0,0,1,.286,.375,.714,1.089,0,0,1,0,0,0,0.66,-0.034,0.68,-0.02%,-0.36,2,CF
3,339,3,2014-04-02,LAA,,SEA,L 2-8,CG,4,3,1,2,1,1,0,1,0,0,1,0,.400,.500,1.000,1.500,5,0,0,0,0,0,0.66,0.114,0.66,0.07%,2.37,2,CF
4,340,4,2014-04-04,LAA,@,HOU,W 11-1,CG,5,4,1,2,0,0,1,2,0,0,1,0,.429,.529,1.071,1.601,5,0,0,0,0,0,0.76,0.188,0.66,0.10%,1.62,2,CF
5,341,5,2014-04-05,LAA,@,HOU,W 5-1,CG,5,5,0,1,0,0,0,0,0,0,0,3,.368,.455,.842,1.297,1,0,0,0,0,0,0.80,-0.077,0.77,-0.04%,-1.15,2,CF
6,342,6,2014-04-06,LAA,@,HOU,L 4-7,CG,4,4,0,0,0,0,0,0,0,0,0,0,.304,.385,.696,1.080,0,0,0,0,0,0,0.52,-0.051,0.53,-0.03%,-0.68,2,CF
7,343,7,2014-04-07,LAA,@,HOU,W 9-1,CG,5,4,1,1,0,0,0,0,0,0,1,2,.296,.387,.630,1.017,1,0,0,0,0,0,0.48,-0.016,0.46,-0.01%,0.31,2,CF
8,344,8,2014-04-08,LAA,@,SEA,L 3-5,CG,4,4,1,1,0,0,0,0,0,0,0,2,.290,.371,.581,.952,1,0,0,0,0,0,0.99,-0.051,1.05,-0.03%,-0.33,2,CF
9,345,9,2014-04-09,LAA,@,SEA,W 2-0,CG,4,4,1,0,0,0,0,0,0,0,0,0,.257,.333,.514,.848,0,0,0,0,0,0,0.96,-0.091,0.97,-0.06%,-1.08,2,CF
10,346,10,2014-04-11,LAA,,NYM,W 5-4 (11),CG(11),6,5,1,2,0,0,1,1,0,0,1,2,.275,.356,.575,.931,5,0,0,0,0,0,2.14,0.043,1.88,0.02%,0.48,2,CF
