Rk,Gcar,Gtm,Date,Team,,Opp,Result,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1289,1,2022-04-07,LAA,,HOU,L 1-3,CG,4,3,0,1,0,0,0,0,0,0,1,1,.333,.500,.333,.833,1,0,0,0,0,0,1.38,0.162,1.31,0.09%,0.79,2,CF
2,1290,2,2022-04-08,LAA,,HOU,L 6-13,GS-7,3,3,0,0,0,0,0,0,0,0,0,2,.167,.286,.167,.452,0,0,0,0,0,0,1.03,-0.074,0.99,-0.04%,-0.67,2,CF
3,1291,3,2022-04-09,LAA,,HOU,W 2-0,CG,4,4,1,1,0,0,1,1,0,0,0,0,.200,.273,.500,.773,4,0,0,0,0,0,0.93,-0.013,0.84,-0.01%,0.02,2,CF
4,1292,4,2022-04-10,LAA,,HOU,L 1-4,CG,4,3,0,1,1,0,0,0,0,0,1,0,.231,.333,.538,.872,2,0,0,0,0,0,0.95,-0.054,0.88,-0.03%,-0.88,2,CF
5,1293,6,2022-04-12,LAA,,MIA,W 4-3,CG,4,2,2,0,0,0,0,0,0,0,2,0,.200,.368,.467,.835,0,0,0,0,0,0,1.43,0.046,1.16,0.02%,0.43,2,CF
6,1294,7,2022-04-14,LAA,@,TEX,L 5-10,CG,5,4,1,1,0,0,1,1,0,0,1,0,.211,.375,.579,.954,4,0,0,0,0,0,0.51,0.047,0.49,0.03%,-0.05,2,CF
7,1295,8,2022-04-15,LAA,@,TEX,W 9-6,CG,5,4,2,2,1,0,0,0,0,0,1,2,.261,.414,.609,1.022,3,0,0,0,0,0,0.63,0.085,0.60,0.05%,0.53,2,CF
8,1296,9,2022-04-16,LAA,@,TEX,W 7-2,CG,5,5,1,1,0,0,0,0,0,0,0,1,.250,.382,.536,.918,1,0,0,0,0,0,1.01,-0.031,1.00,-0.02%,-0.38,2,CF
9,1297,10,2022-04-17,LAA,@,TEX,W 8-3,GS-5,3,2,1,1,1,0,0,1,0,0,0,0,.267,.405,.567,.972,2,0,1,0,0,0,1.31,0.134,1.33,0.08%,1.14,2,CF
10,1298,14,2022-04-22,LAA,,BAL,L 3-5,CG,4,3,1,1,0,0,0,0,0,0,1,1,.273,.415,.545,.960,1,0,0,0,0,0,1.46,0.102,1.57,0.07%,0.69,2,CF
11,1299,15,2022-04-23,LAA,,BAL,L 4-5,CG,5,5,2,3,0,0,2,2,0,0,0,2,.316,.435,.711,1.145,9,0,0,0,0,0,1.37,0.210,1.47,0.14%,1.54,2,CF
12,1300,16,2022-04-24,LAA,,BAL,W 7-6,CG,5,4,1,2,0,0,0,0,0,0,0,0,.333,.451,.690,1.141,2,0,1,0,0,0,0.96,0.055,0.97,0.03%,0.76,2,CF
13,1301,17,2022-04-25,LAA,,CLE,W 3-0,CG,4,4,0,1,0,1,0,0,0,0,0,1,.326,.436,.696,1.132,3,0,0,0,0,0,0.45,0.068,0.47,0.04%,0.62,3,CF
