Rk,Gcar,Gtm,Date,Team,,Opp,Result,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
45,626,47,2023-05-20,LAA,,MIN,L 2-6,CG,4,4,1,1,0,0,1,1,0,0,0,2,.286,.357,.543,.900,4,0,0,0,0,0,0.92,0.027,0.96,0.02%,0.08,3,DH
46,627,48,2023-05-21,LAA,,MIN,W 4-2,CG,4,3,0,1,0,0,0,0,0,0,1,0,.287,.360,.539,.899,1,0,0,0,0,1,1.12,-0.023,1.05,-0.01%,-0.45,3,P DH
47,628,49,2023-05-22,LAA,,BOS,W 2-1,CG,4,3,0,0,0,0,0,0,0,0,1,2,.282,.358,.530,.888,0,0,0,0,0,0,0.84,-0.063,0.83,-0.04%,-0.73,3,DH
48,629,50,2023-05-23,LAA,,BOS,W 4-0,CG,4,4,0,1,0,0,0,0,0,0,0,1,.281,.356,.524,.880,1,0,0,0,0,0,0.38,-0.004,0.40,0.00%,-0.34,3,DH
49,630,51,2023-05-24,LAA,,BOS,W 7-3,CG,4,4,1,1,0,0,1,1,0,0,0,1,.280,.354,.534,.888,4,0,0,0,0,0,0.19,0.028,0.20,0.02%,0.61,3,DH
50,631,52,2023-05-26,LAA,,MIA,L 2-6,CG,4,4,0,0,0,0,0,0,0,0,0,2,.275,.347,.523,.871,0,1,0,0,0,0,1.09,-0.141,1.20,-0.09%,-1.27,3,DH
51,632,53,2023-05-27,LAA,,MIA,L 5-8 (10),CG(10),5,4,0,0,0,0,0,0,1,0,1,0,.269,.344,.513,.857,0,1,0,0,0,0,1.97,-0.163,1.95,-0.10%,-1.30,3,P DH
52,633,54,2023-05-28,LAA,,MIA,L 0-2,CG,4,4,0,1,0,0,0,0,0,0,0,3,.269,.342,.507,.850,1,0,0,0,0,0,1.47,-0.075,1.33,-0.04%,-0.42,3,DH
53,634,55,2023-05-29,LAA,@,CHW,W 6-4,CG,5,4,1,0,0,0,0,0,0,0,0,2,.263,.339,.498,.837,0,0,1,0,0,0,0.83,-0.050,0.71,-0.03%,-1.14,3,DH
54,635,56,2023-05-30,LAA,@,CHW,L 3-7,CG,4,4,1,1,0,0,1,1,0,0,0,1,.263,.338,.507,.845,4,0,0,0,0,0,0.67,0.081,0.62,0.05%,0.36,3,DH
55,636,57,2023-05-31,LAA,@,CHW,W 12-5,GS-9,4,3,3,2,0,0,2,4,0,0,1,0,.269,.345,.538,.882,8,0,0,0,0,0,0.55,0.192,0.46,0.10%,3.46,3,DH
56,637,58,2023-06-01,LAA,@,HOU,L 2-5,CG,5,5,0,1,0,0,0,0,0,0,0,2,.267,.342,.530,.872,1,0,0,0,0,0,1.35,-0.108,1.44,-0.07%,-1.04,3,DH
57,638,59,2023-06-02,LAA,@,HOU,L 2-6,CG,5,4,0,0,0,0,0,0,0,0,1,2,.262,.339,.520,.859,0,0,0,0,0,0,0.95,-0.095,0.97,-0.06%,-0.86,1,P DH
58,639,60,2023-06-03,LAA,@,HOU,L 6-9,CG,5,5,2,4,1,1,0,2,0,0,0,0,.274,.348,.540,.888,7,1,0,0,0,0,0.72,0.267,0.66,0.15%,3.97,1,DH
59,640,61,2023-06-04,LAA,@,HOU,W 2-1,CG,4,4,0,1,1,0,0,1,0,0,0,0,.274,.346,.539,.885,2,0,0,0,0,0,1.11,0.220,0.94,0.11%,0.51,1,DH
60,641,62,2023-06-06,LAA,,CHC,W 7-4,CG,4,2,2,1,0,0,1,1,0,0,2,0,.276,.352,.552,.904,4,0,0,0,0,0,1.11,0.086,0.85,0.04%,1.39,2,DH
61,642,63,2023-06-07,LAA,,CHC,W 6-2,CG,5,4,0,1,1,0,0,0,2,0,1,1,.275,.353,.551,.904,2,0,0,0,0,0,0.75,0.039,0.58,0.02%,-0.68,2,DH
62,643,64,2023-06-08,LAA,,CHC,W 3-1,CG,5,5,0,1,0,0,0,0,0,0,0,2,.274,.351,.544,.894,1,0,0,0,0,0,0.94,-0.094,0.80,-0.05%,-1.30,2,DH
63,644,65,2023-06-09,LAA,,SEA,W 5-4,CG,4,4,1,3,1,0,1,2,0,0,0,0,.282,.356,.563,.920,7,0,0,0,0,0,0.81,0.270,0.80,0.16%,2.19,2,P DH
64,645,66,2023-06-10,LAA,,SEA,L 2-6,CG,4,4,1,1,0,0,1,2,0,0,0,2,.281,.355,.570,.925,4,0,0,0,0,0,1.07,0.079,1.19,0.05%,0.83,2,DH
65,646,67,2023-06-11,LAA,,SEA,W 9-4,CG,5,5,1,3,0,0,0,0,0,0,0,1,.287,.359,.571,.930,3,0,0,0,0,0,0.47,0.003,0.47,0.00%,1.01,2,DH
66,647,68,2023-06-12,LAA,@,TEX,W 9-6 (12),CG(12),6,4,2,2,0,0,2,4,0,0,1,1,.291,.362,.593,.955,8,0,0,0,1,0,1.95,0.407,2.44,0.31%,1.72,2,DH
67,648,69,2023-06-13,LAA,@,TEX,W 7-3,CG,5,2,2,2,1,0,0,0,1,0,3,0,.296,.373,.600,.973,3,0,0,0,0,1,0.71,0.104,0.98,0.09%,1.20,2,DH
68,649,70,2023-06-14,LAA,@,TEX,L 3-6,CG,5,4,1,2,0,0,1,2,0,0,1,1,.299,.377,.610,.987,5,0,0,0,0,0,0.79,-0.001,1.14,0.00%,1.65,2,DH
69,650,71,2023-06-15,LAA,@,TEX,W 5-3,CG,4,2,1,1,0,0,1,2,0,0,2,0,.301,.382,.620,1.002,4,0,0,0,0,0,1.20,0.240,1.60,0.19%,2.45,2,P DH
70,651,72,2023-06-16,LAA,@,KCR,W 3-0,CG,5,3,1,1,1,0,0,0,0,0,2,1,.301,.385,.621,1.006,2,0,0,0,0,0,0.82,0.064,0.93,0.04%,0.67,2,DH
71,652,73,2023-06-17,LAA,@,KCR,L 9-10,CG,5,4,1,1,0,0,1,2,0,1,1,0,.300,.385,.626,1.012,4,0,0,0,0,0,1.48,-0.010,1.89,-0.01%,0.56,2,DH
72,653,74,2023-06-18,LAA,@,KCR,W 5-2,CG,4,4,1,1,0,0,1,2,0,0,0,2,.300,.384,.632,1.015,4,0,0,0,0,0,0.83,0.148,1.00,0.11%,0.92,2,DH
73,654,75,2023-06-20,LAA,,LAD,L 0-2,CG,4,4,0,0,0,0,0,0,0,0,0,2,.295,.379,.623,1.002,0,0,0,0,0,0,1.16,-0.116,1.48,-0.09%,-0.89,2,DH
74,655,76,2023-06-21,LAA,,LAD,L 0-2,CG,4,3,0,0,0,0,0,0,0,0,1,0,.292,.377,.616,.994,0,0,0,0,0,0,1.32,-0.096,1.58,-0.07%,-0.47,2,P DH
75,656,77,2023-06-23,LAA,@,COL,L 4-7,CG,5,5,1,3,1,0,1,1,0,0,0,1,.298,.381,.630,1.010,7,0,0,0,0,0,1.19,0.070,1.38,0.05%,0.52,2,DH
76,657,78,2023-06-24,LAA,@,COL,W 25-1,CG,7,7,1,1,0,0,0,1,0,0,0,2,.294,.376,.618,.994,1,1,0,0,0,0,0.41,-0.040,0.44,-0.03%,-1.33,2,DH
77,658,79,2023-06-25,LAA,@,COL,L 3-4,CG,4,4,1,2,0,1,0,1,0,0,0,0,.297,.377,.623,1.001,4,0,0,0,0,0,1.27,0.096,1.47,0.07%,1.05,2,DH
78,659,80,2023-06-26,LAA,,CHW,W 2-1,CG,4,3,1,1,0,0,1,1,1,0,1,2,.297,.379,.630,1.009,4,0,0,0,0,0,1.48,0.189,1.70,0.13%,1.20,3,DH
79,660,81,2023-06-27,LAA,,CHW,W 4-2,CG,4,3,2,3,0,0,2,2,0,0,1,0,.304,.386,.654,1.039,9,0,0,0,0,0,0.65,0.261,0.80,0.19%,2.78,2,P DH
80,661,82,2023-06-28,LAA,,CHW,L 5-11,CG,5,5,2,3,0,1,0,0,0,0,0,2,.309,.389,.659,1.048,5,0,0,0,0,0,0.36,0.057,0.45,0.04%,0.87,2,DH
81,662,83,2023-06-29,LAA,,CHW,L 7-9,CG,5,3,1,1,0,0,1,2,0,0,2,2,.309,.392,.666,1.057,4,0,0,0,0,1,1.06,0.059,1.26,0.04%,1.74,3,DH
82,663,84,2023-06-30,LAA,,ARI,L 2-6,CG,4,2,2,1,0,0,1,1,0,0,2,0,.310,.396,.674,1.070,4,0,0,0,0,0,0.57,0.065,0.64,0.04%,1.35,2,DH
83,664,85,2023-07-01,LAA,,ARI,L 1-3,CG,4,4,0,0,0,0,0,0,0,0,0,2,.306,.391,.666,1.057,0,0,0,0,0,0,1.40,-0.139,1.50,-0.09%,-0.90,3,DH
84,665,86,2023-07-02,LAA,,ARI,W 5-2,CG,4,4,1,1,0,0,1,1,0,0,0,2,.306,.390,.670,1.060,4,0,0,0,0,0,0.49,-0.004,0.51,0.00%,0.34,3,DH
85,666,87,2023-07-03,LAA,@,SDP,L 3-10,CG,5,3,0,0,0,0,0,0,0,0,2,1,.303,.390,.664,1.054,0,0,0,0,0,0,1.17,-0.067,1.28,-0.04%,-0.53,3,DH
86,667,88,2023-07-04,LAA,@,SDP,L 5-8,GS-9,3,3,0,0,0,0,0,0,0,0,0,1,.300,.387,.658,1.044,0,0,0,0,0,0,0.94,-0.068,1.00,-0.04%,-0.58,3,P DH
87,668,89,2023-07-05,LAA,@,SDP,L 3-5,CG,4,4,0,0,0,0,0,0,0,0,0,0,.296,.383,.650,1.033,0,0,0,0,0,0,1.45,-0.151,1.32,-0.08%,-1.04,3,DH
88,669,90,2023-07-07,LAA,@,LAD,L 4-11,CG,4,3,1,1,0,0,0,0,0,0,1,1,.297,.384,.647,1.031,1,0,0,0,0,0,0.88,0.039,0.79,0.02%,0.29,1,DH
89,670,91,2023-07-08,LAA,@,LAD,L 5-10,CG,5,4,1,3,0,1,1,3,0,0,0,0,.302,.387,.663,1.050,8,0,0,0,1,0,0.35,0.058,0.28,0.03%,2.54,1,DH
90,671,92,2023-07-14,LAA,,HOU,L 5-7,CG,5,5,1,2,0,0,0,0,0,0,0,2,.303,.387,.659,1.046,2,0,0,0,0,0,1.07,-0.043,0.91,-0.02%,-0.29,2,P DH
91,672,93,2023-07-15,LAA,,HOU,W 13-12 (10),CG(10),6,5,1,1,0,0,1,1,0,0,1,3,.302,.386,.661,1.047,4,0,0,0,0,1,1.11,-0.003,0.82,0.00%,0.54,2,DH
92,673,94,2023-07-16,LAA,,HOU,L 8-9,CG,5,4,2,1,0,0,1,1,0,0,1,0,.301,.386,.665,1.051,4,0,0,0,0,1,0.84,0.030,0.66,0.01%,0.61,2,DH
93,674,95,2023-07-17,LAA,,NYY,W 4-3 (10),CG(10),5,4,1,3,1,0,1,2,0,0,1,1,.306,.391,.677,1.068,7,0,0,0,0,1,1.60,0.313,0.89,0.11%,1.95,2,DH
94,675,96,2023-07-18,LAA,,NYY,W 5-1,CG,4,3,1,1,0,1,0,1,0,0,1,2,.307,.392,.680,1.072,3,0,0,0,0,0,0.96,0.119,0.56,0.04%,1.78,2,DH
95,676,97,2023-07-19,LAA,,NYY,W 7-3,CG,5,1,2,0,0,0,0,0,0,0,4,1,.306,.397,.678,1.075,0,0,0,0,0,1,0.29,0.040,0.20,0.02%,0.98,2,DH
96,677,98,2023-07-21,LAA,,PIT,W 8-5,CG,4,1,2,0,0,0,0,0,0,0,3,1,.305,.400,.676,1.076,0,0,0,0,0,0,0.64,0.102,0.46,0.04%,1.44,2,P DH
97,678,99,2023-07-22,LAA,,PIT,L 0-3,CG,4,4,0,0,0,0,0,0,0,0,0,3,.302,.397,.668,1.065,0,0,0,0,0,0,0.83,-0.091,0.62,-0.04%,-0.82,2,DH
98,679,100,2023-07-23,LAA,,PIT,W 7-5,CG,4,3,2,1,0,0,1,1,0,0,1,2,.302,.398,.674,1.072,4,0,0,0,0,0,0.47,0.093,0.32,0.04%,1.03,2,DH
99,680,101,2023-07-25,LAA,@,DET,W 7-6 (10),CG(10),5,3,2,0,0,0,0,0,1,0,2,2,.299,.398,.668,1.066,0,0,0,0,0,0,0.95,0.040,0.72,0.02%,0.04,2,DH
100,681,102,2023-07-27 (1),LAA,@,DET,W 6-0,CG,5,5,0,0,0,0,0,0,0,0,0,2,.296,.393,.660,1.053,0,0,0,0,0,0,0.54,-0.066,0.45,-0.03%,-1.55,2,P
101,682,103,2023-07-27 (2),LAA,@,DET,W 11-4,GS-7,3,3,2,2,0,0,2,3,0,0,0,1,.298,.395,.675,1.070,8,0,0,0,0,0,0.49,0.150,0.46,0.08%,2.71,2,DH
102,683,104,2023-07-28,LAA,@,TOR,L 1-4,GS-9,4,4,1,2,0,0,1,1,0,0,0,1,.301,.396,.681,1.077,5,0,0,0,0,0,0.82,0.099,0.92,0.07%,0.86,2,DH
103,684,105,2023-07-29,LAA,@,TOR,L 1-6,CG,5,2,0,1,1,0,0,0,0,0,2,1,.302,.400,.683,1.083,2,0,1,0,0,2,1.31,0.147,1.38,0.09%,1.03,2,DH
104,685,106,2023-07-30,LAA,@,TOR,W 3-2 (10),CG(10),5,3,1,1,0,0,0,0,0,0,2,0,.302,.403,.680,1.083,1,0,0,0,0,2,1.61,0.010,1.48,0.01%,0.21,2,DH
105,686,107,2023-07-31,LAA,@,ATL,W 4-1,CG,5,3,0,2,0,0,0,0,0,0,1,0,.305,.407,.680,1.087,2,0,1,0,0,1,0.83,0.098,0.87,0.06%,1.20,2,DH
106,687,108,2023-08-01,LAA,@,ATL,L 1-5,CG,4,4,0,1,0,0,0,0,1,0,0,2,.304,.406,.676,1.081,1,0,0,0,0,0,1.03,0.014,1.18,0.01%,-0.25,2,DH
107,688,109,2023-08-02,LAA,@,ATL,L 5-12,CG,4,3,1,2,0,0,0,0,0,0,1,1,.307,.408,.676,1.084,2,0,0,0,0,0,0.43,0.018,0.43,0.01%,1.87,2,DH
108,689,110,2023-08-03,LAA,,SEA,L 3-5,CG,4,2,2,2,0,0,1,1,1,0,2,0,.310,.413,.685,1.098,5,0,0,0,0,1,0.81,0.174,0.76,0.10%,1.76,2,P DH
109,690,111,2023-08-04,LAA,,SEA,L 7-9,CG,5,4,1,1,1,0,0,0,0,0,1,3,.310,.413,.683,1.096,2,0,0,0,0,0,1.71,-0.089,1.30,-0.04%,-0.11,2,DH
110,691,112,2023-08-05,LAA,,SEA,L 2-3,CG,4,4,0,0,0,0,0,0,0,0,0,2,.307,.410,.676,1.086,0,1,0,0,0,0,1.48,-0.186,0.81,-0.06%,-1.53,2,DH
111,692,113,2023-08-06,LAA,,SEA,L 2-3 (10),CG(10),4,4,1,1,0,0,0,0,0,0,0,2,.306,.409,.672,1.081,1,0,0,0,0,0,1.06,-0.062,0.49,-0.02%,-0.38,2,DH
112,693,114,2023-08-07,LAA,,SFG,L 3-8,CG,4,4,1,2,1,0,0,0,1,0,0,0,.308,.409,.673,1.082,3,0,0,0,0,0,1.22,0.083,0.36,0.02%,0.36,2,DH
113,694,115,2023-08-08,LAA,,SFG,W 7-5,CG,5,4,1,1,0,0,0,1,1,0,1,0,.307,.409,.669,1.078,1,0,0,0,0,1,0.65,0.027,0.12,0.00%,0.19,2,DH
114,695,116,2023-08-09,LAA,,SFG,W 4-1,CG,4,2,1,0,0,0,0,0,0,0,2,2,.306,.410,.666,1.076,0,0,0,0,0,1,1.26,-0.014,0.27,0.00%,0.09,2,P DH
115,696,117,2023-08-11,LAA,@,HOU,L 3-11,CG,4,4,0,1,0,0,0,0,0,0,0,2,.305,.409,.662,1.071,1,0,0,0,0,0,0.50,-0.036,0.15,-0.01%,-0.09,2,DH
116,697,118,2023-08-12,LAA,@,HOU,L 3-11,CG,4,4,1,1,1,0,0,0,0,0,0,2,.305,.407,.661,1.068,2,0,0,0,0,0,0.51,-0.028,0.11,0.00%,0.11,2,DH
117,698,119,2023-08-13,LAA,@,HOU,W 2-1,CG,4,3,1,1,0,0,1,1,1,0,1,1,.305,.408,.665,1.073,4,0,0,0,0,0,0.79,0.153,0.13,0.01%,1.31,2,DH
118,699,120,2023-08-14,LAA,@,TEX,L 0-12,CG,3,3,0,0,0,0,0,0,0,0,0,2,.303,.406,.661,1.066,0,0,0,0,0,0,0.44,-0.034,0.09,0.00%,-0.65,2,DH
119,700,121,2023-08-15,LAA,@,TEX,L 3-7,CG,4,4,0,1,0,0,0,0,0,1,0,1,.302,.405,.657,1.061,1,0,0,0,0,0,0.76,-0.060,0.13,-0.01%,-0.69,2,DH
120,701,122,2023-08-16,LAA,@,TEX,W 2-0,CG,4,4,1,3,0,0,1,1,0,0,0,0,.306,.407,.664,1.072,6,0,0,0,0,0,0.66,0.146,0.07,0.01%,1.54,2,DH
121,702,123,2023-08-18,LAA,,TBR,L 6-9 (10),CG(10),5,5,2,2,0,0,1,4,0,0,0,3,.308,.407,.668,1.075,5,0,0,0,0,0,2.26,0.129,0.25,0.01%,2.62,2,DH
122,703,124,2023-08-19 (1),LAA,,TBR,W 7-6,CG,4,3,0,0,0,0,0,0,0,0,1,1,.305,.406,.664,1.070,0,0,0,0,0,0,0.85,-0.036,0.07,0.00%,-0.26,2,DH
123,704,125,2023-08-19 (2),LAA,,TBR,L 4-18,GS-9,4,3,1,1,1,0,0,0,0,0,1,0,.306,.407,.664,1.070,2,0,0,0,0,0,0.45,-0.044,0.05,0.00%,1.08,2,DH
124,705,126,2023-08-22,LAA,,CIN,L 3-4,CG,4,3,0,0,0,0,0,0,0,0,1,2,.304,.406,.659,1.065,0,0,0,0,0,0,1.20,-0.097,0.06,0.00%,-0.40,3,DH
125,706,127,2023-08-23 (1),LAA,,CIN,L 4-9,GS-3,1,1,1,1,0,0,1,2,0,0,0,0,.305,.407,.667,1.073,4,0,0,0,0,0,1.40,0.148,0.04,0.00%,1.61,2,P DH
126,707,128,2023-08-23 (2),LAA,,CIN,L 3-7,CG,5,5,1,1,1,0,0,0,0,0,0,1,.304,.405,.664,1.069,2,0,0,0,0,0,1.28,-0.044,0.02,0.00%,-0.40,2,DH
127,708,129,2023-08-25,LAA,@,NYM,W 3-1,CG,5,2,1,1,1,0,0,0,0,0,3,0,.305,.408,.665,1.074,2,0,0,0,0,1,0.90,0.147,0.01,0.00%,1.66,2,DH
