Rk,Gcar,Gtm,Date,Team,,Opp,Result,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,494,1,2015-04-06,LAA,@,SEA,L 1-4,CG,4,4,1,1,0,0,1,1,0,0,0,3,.250,.250,1.000,1.250,4,0,0,0,0,0,0.96,0.026,1.02,0.02%,0.22,2,CF
2,495,2,2015-04-07,LAA,@,SEA,W 2-0,CG,4,4,0,1,1,0,0,0,0,0,0,1,.250,.250,.750,1.000,2,0,0,0,0,0,0.64,-0.046,0.67,-0.03%,-0.37,2,CF
3,496,3,2015-04-08,LAA,@,SEA,W 5-3,CG,5,3,1,1,0,0,0,1,0,0,1,1,.273,.308,.636,.944,1,0,0,0,1,1,0.54,0.032,0.57,0.02%,0.17,2,CF
4,497,4,2015-04-10,LAA,,KCR,L 2-4,CG,4,3,0,2,0,0,0,0,0,0,1,0,.357,.412,.643,1.055,2,0,0,0,0,0,1.29,0.123,1.30,0.07%,0.58,2,CF
5,498,5,2015-04-11,LAA,,KCR,L 4-6,CG,4,4,0,2,0,0,0,1,0,0,0,0,.389,.429,.611,1.040,2,0,0,0,0,0,0.82,0.076,0.78,0.04%,1.04,2,CF
6,499,6,2015-04-12,LAA,,KCR,L 2-9,GS-8,3,2,1,1,0,0,0,0,0,0,1,1,.400,.458,.600,1.058,1,0,0,0,0,0,0.58,0.034,0.54,0.02%,0.47,2,CF
7,500,7,2015-04-13,LAA,@,TEX,W 6-3,CG,5,4,2,2,0,0,0,0,1,0,1,0,.417,.483,.583,1.066,2,0,0,0,0,0,0.77,0.033,0.79,0.02%,0.76,2,CF
8,501,8,2015-04-14,LAA,@,TEX,L 2-8,GS-7,4,4,0,1,1,0,0,0,0,0,0,0,.393,.455,.571,1.026,2,0,0,0,0,0,0.46,0.009,0.49,0.01%,-0.31,2,CF
9,502,9,2015-04-15,LAA,@,TEX,W 10-2,CG,5,4,2,3,0,0,0,1,1,0,1,0,.438,.500,.594,1.094,3,0,0,0,0,0,0.42,0.052,0.42,0.03%,1.12,2,CF
10,503,10,2015-04-17,LAA,@,HOU,W 6-3,CG,4,4,2,2,0,0,2,5,0,0,0,1,.444,.500,.750,1.250,8,0,0,0,0,0,1.75,0.469,2.00,0.32%,3.15,2,CF
