Rk,Gcar,Gtm,Date,Team,,Opp,Result,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,41,21,2012-04-28,LAA,@,CLE,W 2-1,CG,4,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0.83,-0.082,0.47,-0.03%,-0.81,1,LF
2,42,22,2012-04-29,LAA,@,CLE,L 0-4,CG,4,3,0,0,0,0,0,0,0,0,1,0,.000,.125,.000,.125,0,0,0,0,0,0,1.41,-0.021,0.87,-0.01%,-0.39,1,CF
3,43,23,2012-04-30,LAA,,MIN,W 4-3,CG,4,4,0,1,1,0,0,0,0,0,0,0,.091,.167,.182,.348,2,0,0,0,0,0,0.52,0.025,0.30,0.01%,0.02,1,CF
4,44,24,2012-05-01,LAA,,MIN,W 4-0,CG,4,3,1,1,0,0,0,0,1,0,1,1,.143,.250,.214,.464,1,0,0,0,0,0,0.49,0.027,0.31,0.01%,0.85,1,CF
5,45,26,2012-05-03,LAA,,TOR,L 0-5,CG,4,4,0,2,0,0,0,0,0,0,0,1,.222,.300,.278,.578,2,0,0,0,0,0,0.57,0.066,0.40,0.03%,0.22,1,CF
6,46,27,2012-05-04,LAA,,TOR,L 0-4,CG,4,4,0,0,0,0,0,0,0,0,0,2,.182,.250,.227,.477,0,0,0,0,0,0,0.96,-0.101,0.66,-0.04%,-1.00,1,CF
7,47,28,2012-05-05,LAA,,TOR,W 6-2,CG,5,4,2,2,1,0,1,2,0,0,0,1,.231,.276,.423,.699,6,0,0,0,1,0,0.68,0.133,0.45,0.05%,1.04,1,CF
8,48,29,2012-05-06,LAA,,TOR,W 4-3,CG,4,4,1,1,1,0,0,0,0,0,0,3,.233,.273,.433,.706,2,0,0,0,0,0,0.67,-0.012,0.45,-0.01%,-0.13,1,CF
9,49,31,2012-05-08,LAA,@,MIN,L 0-5,CG,4,3,0,1,0,0,0,0,0,0,1,1,.242,.297,.424,.722,1,0,0,0,0,0,0.55,0.067,0.43,0.03%,0.59,1,CF
10,50,32,2012-05-09,LAA,@,MIN,W 6-2,CG,5,5,2,3,2,0,0,2,0,0,0,1,.289,.333,.500,.833,5,0,0,0,0,0,0.66,0.155,0.44,0.06%,2.17,1,CF
